SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,SERVICE_DESCRIPTION,SERVICE_METHOD_NAME,MEDIAN_ALLOWED_AMT,LOWER_25_ALLOWED_AMT,UPPER_75_ALLOWED_AMT,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT
Organization,Ppgwni - Pasco Health Center,Pasco,99301,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,136.94,136.94,136.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Vancouver Radiologists,Vancouver,98662,Breast Biopsy Including Ultrasound Guidance,Outpatient Surgery,1670.79,1279.17,2465.28,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Family Medicine Of Yakima,Yakima,98908,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,116.28,90.34,119.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Sound Fertility Care,Seattle,98101,Hysterosalpingogram (HSG),Outpatient Diagnostic,273.5,264.48,273.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Highlands Mri,Issaquah,98029,MRI of the Spine,Outpatient Diagnostic,679.59,677.51,682.56,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Columbia Rheumatology,Kennewick,99336,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,79.66,67.71,93.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Toppenish Medical Center,Toppenish,98948,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,70.45,70.45,85.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Northwest Orthopaedic Specialists,Spokane,99204,Knee Arthroscopy,Outpatient Surgery,2729.56,1789.26,3889.39,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Northwest Orthopaedic Specialists,Spokane,99204,X-ray of Hip: 2+ Views,Outpatient Diagnostic,53.7,53.7,60.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympia Obstetrics & Gynecology,Olympia,98506,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,135.1,107.72,177.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Alliance Healthcare Radiology Of Mountlake Terrace,Mountlake Terrace,98043,X-ray of Hip: 2+ Views,Outpatient Diagnostic,56.94,52.77,105.54,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,San Juan Healthcare,Friday Harbor,98250,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,83.63,78.32,85.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Longview Radiologists,Kelso,98626,X-ray of Knee: 3+ Views,Outpatient Diagnostic,44.37,44.37,55.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,University Place Medical Clinic,University Place,98466,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,372.46,326.3,388.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri City Radiology,Kennewick,99336,Breast Biopsy Including Ultrasound Guidance,Outpatient Surgery,2116,1248,2358.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri City Radiology,Kennewick,99336,MRI of the Spine,Outpatient Diagnostic,679.8,679.8,907.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Edmonds Family Medicine Clinic,Edmonds,98026,X-ray of Hip: 2+ Views,Outpatient Diagnostic,57.68,48.34,59.42,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pinnacle Pain Center,Kennewick,99336,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,130.52,117.25,130.52,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Medical Group,Seattle,98104,Diagnostic Colonoscopy,Outpatient Surgery,1986.6,1634.2,2062.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Wenatchee Valley Medical Center,Wenatchee,98801,MRI of the Spine,Outpatient Diagnostic,906.84,906.84,943.11,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Wenatchee Valley Medical Center,Wenatchee,98801,X-ray of Knee: 3+ Views,Outpatient Diagnostic,76.85,76.85,76.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Wenatchee Valley Medical Center,Wenatchee,98801,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,215.73,215.73,215.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Northwest Orthopaedic And Sports Medicine,Richland,99352,MRI of the Spine,Outpatient Diagnostic,538.18,538.18,654.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group,Everett,98201,X-ray of Knee: 3+ Views,Outpatient Diagnostic,67.92,49.29,70.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group,Everett,98201,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,160.47,136.94,212.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Benton Franklin Orthopedic Associates,Kennewick,99336,X-ray of Knee: 3+ Views,Outpatient Diagnostic,51.46,51.46,55.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lakewood Surgery Center,,,Laminectomy,Outpatient Surgery,8733.42,7477.02,12767.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,116.57,93.79,144.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,Esophagram,Outpatient Diagnostic,243.47,176.27,319.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,229.33,167.42,368.13,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Portland Adventist Medical Center,Portland,97216,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,659.16,475.02,773.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Proliance Surgeons - Seattle,Seattle,98122,X-ray of Knee: 3+ Views,Outpatient Diagnostic,52.55,51.72,63.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - Spokane,Spokane,99204,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,920.88,357.14,2718.37,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - Spokane,Spokane,99204,X-ray of Hip: 2+ Views,Outpatient Diagnostic,80.99,65.96,80.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - West Olympia Family Medicine,Olympia,98501,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,154.45,150.32,154.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - West Olympia Family Medicine,Olympia,98501,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,185.49,184.28,204.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - West Olympia Family Medicine,Olympia,98501,Echocardiogram,Outpatient Diagnostic,249.26,249.26,249.26,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - West Olympia Family Medicine,Olympia,98501,Transrectal Ultrasound and Biopsy of Prostrate,Outpatient Diagnostic,528.9,528.02,584.14,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Spokane Heart Institutte,Spokane,99204,Echocardiogram,Outpatient Diagnostic,474.43,370.96,486.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Puget Sound Gastroenterology - Seattle,Seattle,98133,Colonoscopy and Biopsy,Outpatient Surgery,1463.87,1455.36,1992.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Skagit Regional Clinics,Mount Vernon,98274,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,141.48,117.25,141.48,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish - Downtown Seattle Primary Care,Seattle,98104,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,266.26,266.26,276.03,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish - Downtown Seattle Primary Care,Seattle,98104,Laminectomy,Outpatient Surgery,5441.02,3881.86,13697.04,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Valley Medical Group-Renton,Renton,98055,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,89.18,79.66,98.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Valley Medical Group-Renton,Renton,98055,Colonoscopy and Biopsy,Outpatient Surgery,1965.92,1894.81,2038.35,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth - Southwest Washington Medical Group,Vancouver,98664,X-ray of Knee: 3+ Views,Outpatient Diagnostic,68.24,62.38,71.03,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Columbia Medical Associates,Spokane,99202,Breast Biopsy Including Ultrasound Guidance,Outpatient Surgery,1397.62,965.6,2043.96,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Columbia Medical Associates,Spokane,99202,Screening Digital Mammogram,Outpatient Diagnostic,247.87,247.87,247.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Arthritis Northwest,Spokane,99204,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,115.04,79.66,119.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Arthritis Northwest,Spokane,99204,Bone Mineral Density Scan,Outpatient Diagnostic,66.23,66.23,96.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Northwest Spine And Pain Medicine,Spokane,99204,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,75.24,75.23,79.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Complete Healthcare For Women,Richland,99352,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,136.94,135.53,136.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Yakima Hma Physician Management,Yakima,98902,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,95.48,79.66,97.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Via Radiology - Meridian Pavilion,Seattle,98133,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,184.14,167.05,206.22,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mount Vernon Womens Clinc,Mount Vernon,98273,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,142.45,136.94,142.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mount Vernon Womens Clinc,Mount Vernon,98273,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,104.06,100.24,173,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Evergreen Radia,Kirkland,98034,X-ray of Knee: 3+ Views,Outpatient Diagnostic,58.24,53.56,58.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Center For Diagnostic Imaging,Kirkland,98034,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,101.41,101.41,107.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Whitman Medical Group,Colfax,99111,Bone Mineral Density Scan,Outpatient Diagnostic,66.23,66.23,69.06,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Orthopedics Northwest,Yakima,98902,X-ray of Knee: 3+ Views,Outpatient Diagnostic,53.1,47.47,54.41,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympia Arthritis & Rehabilitation Clinic,Olympia,98502,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,79.66,79.66,98.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Spokane Internal Medicine,Spokane Valley,99216,Bone Mineral Density Scan,Outpatient Diagnostic,66.23,66.23,66.23,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Seattle Radiologists,Seattle,98104,Spine Epidural Injection,Outpatient Diagnostic,301.26,265.12,399.1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,"Ppgwni - Spokane, Spokane Valley And Pullman Health Centers",Spokane,99207,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,125.51,125.51,125.52,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Center For Womens Health At Evergreen,Kirkland,98034,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,136.94,136.94,149.09,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Knee Foot Ankle Center,Kirkland,98034,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,82.84,79.66,92.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Knee Foot Ankle Center,Kirkland,98034,X-ray of Knee: 3+ Views,Outpatient Diagnostic,52.14,51.52,52.14,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Eastside Ob/Gyn,Kirkland,98034,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,136.94,136.94,138,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Imaging Clinics,Everett,98208,X-ray of Knee: 3+ Views,Outpatient Diagnostic,71.09,62.91,81.42,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Imaging Clinics,Everett,98208,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,203.8,196.18,261.1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Skagit Osteoporosis Detection Center,Mount Vernon,98274,Bone Mineral Density Scan,Outpatient Diagnostic,164.45,153.39,180,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Womens & Family Health Specialists,Renton,98057,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,100.24,100.24,173,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Valley Obstetrics And Gynecology,Spokane Valley,99216,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,198.24,178.8,198.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,"Memorial Physicians, Lakeview",Yakima,98902,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,119.78,116.27,119.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Aethena Gynecology Associates,Vancouver,98683,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,183.71,123.2,186.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Samaritan Clinic,Moses Lake,98837,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,136.94,136.94,136.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Samaritan Clinic,Moses Lake,98837,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,100.24,100.24,100.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Bellevue Rehab Associates,Bellevue,98004,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,79.66,79.66,95.04,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Dedicated Womens Health Specialists,Puyallup,98372,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,136.94,136.94,139.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Valley Women'S Clinic,Renton,98055,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,137.97,110.7,163.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Radia,Lynnwood,98036,Spine Epidural Injection,Outpatient Diagnostic,262,208.41,262,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacmed Clinics,Lynnwood,98036,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,368.45,347.74,368.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacmed Clinics,Lynnwood,98036,Screening Digital Mammogram,Outpatient Diagnostic,234.68,234.68,248.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Rebound Orthopedic And Neurosurgical,Vancouver,98664,MRI of the Spine,Outpatient Diagnostic,842.36,816.91,842.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Doctors Clinic Cavalon Place,Silverdale,98383,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,343.69,343.69,356.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Inhealth Imaging,Poulsbo,98370,X-ray of Knee: 3+ Views,Outpatient Diagnostic,51.46,51.46,102.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Doctors Clinic Salmon Medical Center,Silverdale,98383,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,208.66,204.55,228.54,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Confluence Health - Central Washington Hospital,Wenatchee,98807,Vaginal Delivery,Inpatient APR,13944.83,11356.19,16912.03,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Deaconess Hospital,Spokane,99204,Total Knee Replacement,Inpatient APR,26297.25,25040.29,27203.53,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Evergreenhealth Medical Center,Kirkland,98034,Total Hysterectomy,Inpatient APR,12990,12261,14182,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Evergreenhealth Medical Center,Kirkland,98034,Cesarean Section,Inpatient APR,12423,10273,13165,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Grays Harbor Community Hospital,Aberdeen,98520,Cesarean Section,Inpatient APR,11207.83,10197.91,13123.02,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harrison Medical Center,Bremerton,98310,Cesarean Section,Inpatient APR,21679.37,17841.58,25513.48,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Legacy Salmon Creek Medical Center,Vancouver,98686,Total Knee Replacement,Inpatient APR,32796.06,30187.61,35418.48,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympic Medical Center,Port Angeles,98362,Vaginal Delivery,Inpatient APR,8337.75,6873.92,10349.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Center,Bellevue,98004,Gastric Bypass,Inpatient APR,29575.14,25252.86,31876.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth St. John Medical Center,Longview,98632,Total Knee Replacement,Inpatient APR,40376.02,28169.44,49507.35,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Mount Carmel Hospital,Colville,99114,Vaginal Delivery,Inpatient APR,13777.6,12616.94,16191.33,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Regional Medical Center Everett,Everett,98201,Total Hip Replacement,Inpatient APR,44330.68,33404.46,45277.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,Prostatectomy,Inpatient APR,23093.38,16070.39,25936.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,Vaginal Delivery,Inpatient APR,8996.63,7906.46,10397.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Mary Medical Center,Walla Walla,99362,Total Hip Replacement,Inpatient APR,34836.1,33325.46,35909.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Mary Medical Center,Walla Walla,99362,Vaginal Delivery,Inpatient APR,9891.87,8796.54,11255.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Samaritan Healthcare,Moses Lake,98837,Vaginal Delivery,Inpatient APR,8055.51,7589.33,10076.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Clare Hospital,Lakewood,98499,Total Knee Replacement,Inpatient APR,41491.27,38664.05,43848.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Francis Hospital,Federal Way,98003,Cesarean Section,Inpatient APR,7298.07,5435.08,18080.56,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Edmonds,Edmonds,98026,Vaginal Delivery,Inpatient APR,11711.01,10416.67,13809.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Issaquah,Issaquah,98029,Vaginal Delivery,Inpatient APR,11831.29,10819.84,12965.53,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - University Of Washington Medical Center,Seattle,98195,Gastric Bypass,Inpatient APR,29262.26,28859.91,29517.33,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - University Of Washington Medical Center,Seattle,98195,Vaginal Delivery,Inpatient APR,13136.36,11025.13,13849.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - Valley Medical Center,Renton,98055,Spinal Fusion,Inpatient APR,54525.95,51016.03,60907.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Whidbeyhealth Medical Center,Coupeville,98239,Vaginal Delivery,Inpatient APR,6526.76,5791.65,8273.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Valley Hospital And Clinics,Arlington,98223,Spine Epidural Injection,Outpatient Diagnostic,2077.35,1523.02,2081.33,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Valley Hospital And Clinics,Arlington,98223,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,634.43,507.86,800.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Columbia Basin Hospital,Ephrata,98823,X-ray of Knee: 3+ Views,Outpatient Diagnostic,134.73,121.75,147.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
