SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,PRODUCT_TYPE,MEASURE_CODE,MEASURE_DESCRIPTION,MEASURE_COMPONENT,MEASURE_SUMMARY_UNITS,AGE_STRATIFICATION,MEASURE_RESULT,LOWER_95_CI,UPPER_95_CI,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT,PERFORMANCE_CATEGORY
Hospital,Evergreenhealth Medical Center,Kirkland,98034,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Monroe,Monroe,98272,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Monroe,Monroe,98272,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Monroe,Monroe,98272,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,2.42,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Morton General Hospital,Morton,98356,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. John Medical Center,Longview,98632,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.86,0.53,1.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. Joseph Medical Center,Bellingham,98225,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.82,0.58,1.06,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Samaritan Healthcare,Moses Lake,98837,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.15,0.12,0.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Whitman Hospital & Medical Center,Colfax,99111,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,1.93,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Willapa Harbor Hospital,South Bend,98586,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,0.93,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Auburn Medical Center,Auburn,98001,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,24.2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Tacoma General Hospital,Tacoma,98405,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Tacoma General Hospital,Tacoma,98405,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.81,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Ocean Beach Hospital,Ilwaco,98624,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Olympic Medical Center,Port Angeles,98362,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Othello Community Hospital,Othello,99344,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,14.63,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth Southwest Medical Center,Vancouver,98664,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.19,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. Joseph Medical Center,Bellingham,98225,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.77,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth United General Medical Center,Sedro Woolley,98284,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth United General Medical Center,Sedro Woolley,98284,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.87,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Sunnyside Community Hospital & Clinics,Sunnyside,98944,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Cherry Hill,Seattle,98122,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Cherry Hill,Seattle,98122,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Edmonds,Edmonds,98026,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,2.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Issaquah,Issaquah,98029,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.85,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Issaquah,Issaquah,98029,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.35,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Issaquah,Issaquah,98029,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.87,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Three Rivers Hospital,Brewster,98812,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Toppenish Community Hospital,Toppenish,98948,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.14,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Toppenish Community Hospital,Toppenish,98948,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Trios Health,Kennewick,99336,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.17,0.15,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason Medical Center,Seattle,98101,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,1.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason Medical Center,Seattle,98101,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.82,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason Medical Center,Seattle,98101,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Pmh Medical Center,Prosser,99350,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,18.39,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Centralia Hospital,Centralia,98531,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.8,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Holy Family Hospital,Spokane,99208,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,1.05,0.74,1.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Holy Family Hospital,Spokane,99208,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Mount Carmel Hospital,Colville,99114,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,25.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Mount Carmel Hospital,Colville,99114,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Regional Medical Center Everett,Everett,98201,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.9,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Regional Medical Center Everett,Everett,98201,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,0.97,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Joseph'S Hospital,Chewelah,99109,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,1.31,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Mary Medical Center,Walla Walla,99362,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.14,0.13,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Mary Medical Center,Walla Walla,99362,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.64,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Peter Hospital,Olympia,98506,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.87,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Peter Hospital,Olympia,98506,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,0.79,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Peter Hospital,Olympia,98506,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.97,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skyline Hospital,White Salmon,98672,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,2.48,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Anthony Hospital,Gig Harbor,98332,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.82,0.47,1.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Francis Hospital,Federal Way,98003,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.72,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Joseph Medical Center,Tacoma,98405,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.11,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Joseph Medical Center,Tacoma,98405,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,0.97,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Highline Medical Center,Tukwila,98168,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.16,0.12,0.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Highline Medical Center,Tukwila,98168,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.14,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Cascade Valley Hospital And Clinics,Arlington,98223,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,1.19,0.75,1.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Columbia Basin Hospital,Ephrata,98823,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Columbia Basin Hospital,Ephrata,98823,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,2.24,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Confluence Health - Central Washington Hospital,Wenatchee,98807,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Confluence Health - Central Washington Hospital,Wenatchee,98807,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.66,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Grays Harbor Community Hospital,Aberdeen,98520,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Grays Harbor Community Hospital,Aberdeen,98520,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.65,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Harrison Medical Center,Bremerton,98310,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.17,0.14,0.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Harrison Medical Center,Bremerton,98310,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Harrison Medical Center,Bremerton,98310,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,1.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kittitas Valley Healthcare,Ellensburg,98926,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,1.58,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Legacy Salmon Creek Medical Center,Vancouver,98686,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.14,0.13,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Legacy Salmon Creek Medical Center,Vancouver,98686,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.83,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Legacy Salmon Creek Medical Center,Vancouver,98686,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Legacy Salmon Creek Medical Center,Vancouver,98686,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.46,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Evergreenhealth Medical Center,Kirkland,98034,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.78,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Mid-Valley Hospital,Omak,98841,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Lourdes Medical Center,Pasco,99301,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Mason General Hospital & Family Of Clinics,Shelton,98584,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,7.94,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
