OBJECTID,SYSTEM,PARENTID,DEPARTMENT,DESCRIPTION,SYNTURF_Location,System_Type,Turf_Type,Infill_Material,JOP,Maint_By,Maint_By_Spec,Construction_Entity,Construction_Entity_Spec,Contract_Type,Contract_Number,Commission_Date,RETIRED,Borough,Shape
191,Q413-SYNTURF-0038,Q413,Q-12,Rochdale Park,132nd Avenue and Guy R Brewer Blvd,Play Area,Unknown,Unknown,true,DPR,NULL,SCA,NULL,Unknown,NULL,07/01/2017,False,Q,0xD708000001043100000080B6BCA9CEEF2F410032855B92A50641008A765284F02F410044AB8AB2A4064100C17DAB85F02F410022D5F4B0A4064100251C1087F02F41005C663DB0A406418093957788F02F4100026768B0A4064100EB02D989F02F410016D775B1A406418007272B8BF02F410074A65DB3A4064100CA1C668CF02F4100F61415B6A406410013A9818DF02F410056FE89B9A4064180C7E8768EF02F41003E36A6BDA4064180D0A43F8FF02F410046884FC2A40641001AFED68FF02F4100FE6368C7A40641002A4652ADF02F41003C3D4346A606418077A1EAADF02F4100A831934CA6064100FFEB4FAEF02F410006A32153A6064100CD2B85AEF02F41005667845CA6064180084652AEF02F4100AAD7E765A6064180B592B8ADF02F4100ECBA046FA6064180E7C5BCACF02F41000A849477A6064100BB6E66ABF02F410010B2567FA606410057A1BFA9F02F41000ECC0E86A6064180ED21D5A7F02F410042C1898BA6064180B68DB5A5F02F41000C959E8FA60641806B2215A4F02F4100CC409F91A6064180852C79F0EF2F4100F6B8E96EA70641800D5D51EFEF2F4100806F9A70A706410070FA1FEEEF2F4100262CCE71A70641800BD336ECEF2F41008C43AF72A70641809BD04AEAEF2F4100268A5272A7064100540D69E8EF2F4100FA03BA70A706418064229EE6EF2F41002EC5EF6DA7064180FAD1F5E4EF2F410012F6076AA7064180425D7BE3EF2F4100081F1C65A7064180618238E2EF2F41008C804C5FA706418078D235E1EF2F41003613C058A706418078456FE0EF2F4100A4751B51A7064180CA3C00E0EF2F410072560B49A706410098FC08C4EF2F41006231E1DDA5064180542673C3EF2F4100F6FB45D6A506410003F81BC3EF2F4100063BBACCA50641004B9D2EC3EF2F4100BCF516C3A50641002B95AAC3EF2F41002E11A4B9A506410094588CC4EF2F410076CAAAB0A50641806D2FCDC5EF2F410096A66DA8A5064100915B63C7EF2F410082CE2BA1A5064180D14543C9EF2F41000A031B9BA5064100F87B5ECBEF2F4100E44C6A96A5064100380CFCCCEF2F410078C3FA93A5064180B6BCA9CEEF2F410032855B92A5064101000000020000000001000000FFFFFFFF0000000003
1,B017-SYNTURF-0001,B017,B-04,"Bushwick Playground Softball-01, Soccer-01",Woodbine Street and Knickerbocker Avenue,Field Group,Infill,Rubber Crumb,true,DPR,NULL,DPR,NULL,Capital,B017-105M,06/02/2006,False,B,0xD708000001041200000000BEB0F7ADC72E4100646468738B074180B7DC8FCFC72E41001C5818238C074180E60F28BAC72E4100A49EEA658C074180486D41BAC72E4100A6A86F668C0741003AD0AC5CC72E4100BEB8897B8D0741008BA1F28CC62E41008CF4A4E28F0741007F893749C62E41001A06C06B8E074180CDCBD84AC62E410038A8B4FE8D074180EF8618C8C52E4100386510448B074180E736C6CDC52E410070EB48A18A0741803006A47EC62E41003C16129D880741801ACCF180C62E41003236F13D88074180807764F6C62E41002EB81BE4860741806E0B300FC72E4100B465189B860741004C0AE069C72E41003004DD8788074180E5C8D24CC72E410028BB68DD880741805EC5C2B9C72E4100CA94534F8B074100BEB0F7ADC72E4100646468738B074101000000020000000001000000FFFFFFFF0000000003
58,BT15-SYNTURF-0067,BT15,B-07,"Bush Terminal Baseball, Soccer - 01 and 03",1st Avenue and 49th Street,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,EDC,NULL,Unknown,NULL,11/01/2014,False,B,0xD708000001041400000080B5349CA9DC2D4100C24C8D4F90054100DEE98BEEDD2D4100684172B796054100C551E160DD2D4100EE16A57B98054100D2686A3BDD2D4100D2BBFDDA9805410067C58013DD2D41000465D728990541007BC1A6E9DC2D4100AC6A3364990541001FEE64BEDC2D4100DE49508C99054180743A4892DC2D4100A0A8ABA099054180A79BE065DC2D4100F20103A199054100EA08BF39DC2D4100CC51548D99054100684C730EDC2D41002AC5E0659905410044D68AE4DB2D4100FCB1282B990541808F378EBCDB2D41002A43ECDD9805410043200097DB2D41007C18267F9805418037AF5A74DB2D4100A69E0C109805410024470F55DB2D410020FF09929705418092DE8339DB2D41001EC4B80697054180FA7208E3DA2D4100E03D045795054180CA359A82DC2D41003EB0BD3A90054180B5349CA9DC2D4100C24C8D4F90054101000000020000000001000000FFFFFFFF0000000003
115,Q391-SYNTURF-0034,Q391,Q-08,Joseph Austin Playground,84th Avenue and 164th Place,Field Group,Infill,Rounded Sand,true,DPR,NULL,DPR,NULL,Capital,Q391-108M,09/22/2010,False,Q,0xD708000001040800000000DF5403CBBA2F4100D60593D86F084100D72BD03BBA2F4100487F0494750841009C112131B82F4100C2CA85637308418017CC45A4B82F4100925686186A08410062AE23C4B82F4100B284ECB869084180D7917F4CBB2F41003C60CB636B0841806208504ABB2F4100F63271756C084100DF5403CBBA2F4100D60593D86F084101000000020000000001000000FFFFFFFF0000000003
172,Q104-SYNTURF-0022,Q104,Q-01,Queensbridge Park- Volleyball,Vernon Boulevard and 41st Avenue,Field Group,Infill,Unknown,false,DPR,NULL,DPR,NULL,Capital,QG-1205M,10/06/2006,False,Q,0xD708000001040500000080A1C4273B792E4100908A76343F0A4180892FA5B5792E41001065CFFA3D0A4180E6A73C117A2E4100440B1D37400A4180FE3CBF96792E4100C430C470410A4180A1C4273B792E4100908A76343F0A4101000000020000000001000000FFFFFFFF0000000003
13,B298-SYNTURF-0058,B298,B-03,Stockton Playground,Park Avenue and Marcy Avenue,Play Area,Non-Infill,Not Applicable,true,DPR,NULL,DPR,NULL,Capital,B298-116MA,01/01/1899,True,B,0xD708000001042B0000000092FFCD79782E4100DAD12FD59B074180F35F6872782E4100306C7CCC9B0741002C5E7C6B782E4100A6EFE7BE9B074180FFDF3C65782E4100BCCDD5AC9B0741802117D85F782E41007A68CC969B0741002BA8755B782E4100545A6E7D9B0741009A293658782E41001CC275619B074180CA753156782E4100F43EB2439B074180F77F7655782E41002EDCFE249B074100347D0A56782E410032093E069B074100A890AA65782E4100FE91BE82990741006A463068782E41008E4B4468990741803F97C36B782E4100E80CCE4F99074180C8D14B70782E4100A680063A990741008A36A975782E41000CD5842799074100F47AB67B782E410012B8CA189907410064A04982782E41003E9F3D0E9907418028CB3489782E4100B27327089907418087F04790782E4100108AB20699074180C2AD5197782E41007EF6E80999074180974B3CF9782E41002E443E44990741801C001700792E41003E8DB84A990741004A039906792E4100ECC27E55990741807BAA970C792E410026004964990741801751EB11792E410076DBB7769907418096067116792E4100045F508C99074180863A0B1A792E4100AE1C86A4990741808B3DA21C792E41000A7EB8BE990741806418251E792E410080D83CDA99074100E98B891E792E4100566D5EF6990741001169CD1D792E4100BC1D63129A074100EE38F51B792E4100EE7A932D9A074180897A6A0E792E4100121677809B074100C41C260C792E410064493D9D9B0741009AF9BE08792E410090C929B89B07418063144C04792E4100D07F86D09B07418096A9EBFE782E4100ACCDAEE59B074100BED6C1F8782E4100F6E812F79B0741807C9AF8F1782E4100E43B3D049C07410084D0BDEA782E41002415D50C9C074100915A42E3782E4100D2ABA0109C07410068C8B8DB782E41008A1F850F9C07410092FFCD79782E4100DAD12FD59B074101000000020000000001000000FFFFFFFF0000000003
186,Q363-SYNTURF-0033,Q363,Q-03,Northern Playground,93rd Street and Northern Blvd,Field Group,Non-Infill,Not Applicable,true,DPR,NULL,DPR,NULL,Capital,CNYG-808M PLANYC,11/04/2010,False,Q,0xD708000001041B000000803213BC49182F4100F6C8EB8E370A418078736C4D182F410096371C25370A41800460CC3D182F410048240EE1360A410082B7BA65182F4100A883714B320A41806AA29A62182F4100EE867132320A4100BB6CD457182F410006F47C2B320A4180F267925D182F41009E2C648B310A4100559E8477182F4100065CCC40310A418078E6EBA8182F4100663CBE5A310A4100187D0CA8182F4100C2662A74310A4100372737AC182F4100DE9D7183310A41009C9D98B0192F4100E8AF041E320A41007924F1AC192F4100F8EB2A9C320A4180C7D80AA6192F410076D1578A330A4180F332E29F192F41003AF84E68340A4180EBA05897192F410000D34E84350A4180F5945296192F4100B83A5AA6350A4180F5BA7A93192F4100EE7AD0B2350A4100D1707E76192F4100E04BC023360A4100B3FAAB56192F4100AE32BA87360A418000BC5F34192F4100F6969CDD360A41003C51FD0F192F4100F4306E24370A4100FBE1EDE9182F410092BD625B370A4180E9CA9FC2182F410064A6D981370A4180C01A859A182F4100BA0D6497370A4100423A1272182F4100A822C49B370A41803213BC49182F4100F6C8EB8E370A4101000000020000000001000000FFFFFFFF0000000003
46,B193-SYNTURF-0042,B193,B-09,Hamilton Metz Field,East New York Avenue and Albany Avenue,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B193-104M,04/06/2006,False,B,0xD708000001040C00000080303D4FEC892E4100BCF539830B064180943A37D7892E4100FEC4BDC40F06418028E7A1C8892E4100345C89C40F06410092F451B4892E4100C0D95269100641809D7787B3872E410018A72EC20F064180EA0EFC98872E4100707F3D470F0641809205E3A7872E410072291BAC0A06418017F219B2872E4100E40A61A90A064180572D0FD5872E41004E4FCF1A0A0641000B4567D9892E4100A6C76BC30A064180F22658D8892E41001468EF490B064180303D4FEC892E4100BCF539830B064101000000020000000001000000FFFFFFFF0000000003
153,X196-SYNTURF-0025,X196,X-12,Haffen Park,Hammersley Avenue and Gunther Avenue,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,X196-105M,07/21/2006,False,X,0xD708000001041400000080AA204224652F4100407849326A0F418087216C13652F410014BC75D16A0F41005EDA71FE642F4100A8D88D686B0F41801A4590E5642F4100545FDAF56B0F4180D5F20FC9642F4100E619C0776C0F4180CFB343A9642F4100A2BEC4EC6C0F41006F418886642F410064A493536D0F41003B904261642F4100A41E01AB6D0F4180D74EDF39642F41008A850EF26D0F41800038D110642F4100F691ED276E0F418084BA8FE6632F41008A09014C6E0F41803ECC95BB632F4100AE1AE05D6E0F418013926090632F41009C08575D6E0F4180EA076E65632F4100567F664A6E0F4100A6FC3A3B632F4100B24346256E0F418022664212632F410052D761EE6D0F41802DB3FBEA622F4100A4D059A66D0F4180FE4E698A632F4100484B8AC0670F41008FF895B1632F4100EADBCE86670F4180AA204224652F4100407849326A0F4101000000020000000001000000FFFFFFFF0000000003
27,B055-SYNTURF-0010,B055,B-01,Sternberg Park,Montrose Avenue and Leonard Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B055-104M,12/14/2005,False,B,0xD708000001040700000000F24DFB1F7A2E410022AD784605084100F988475E7A2E41006AAB812DFE07410000A541747A2E41001A195EDFFD074180DF1FD94C7D2E41008250BB3EFF074180BB6BFB147D2E410006F82D3A06084100B7174FF17C2E4100EAEA58A306084100F24DFB1F7A2E410022AD784605084101000000020000000001000000FFFFFFFF0000000003
84,M194-SYNTURF-0035,M194,M-03,Alfred E. Smith Playground,Cherry Street and Catherine Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,MG-703M,11/02/2005,False,M,0xD708000001041300000080B5190A5E0E2E4100EA2D4A502F084180818BEF7A0E2E41002E741F332D084180E9D333200F2E41003CC3A3A52D084100675D23220F2E4100B2BBCAA62D0841809593FE230F2E410042AD43A92D0841803E5AB7250F2E4100A6C7FBAC2D0841002F4140270F2E410070D2D6B12D084180375B8D280F2E41000C2DAFB72D08410033EA94290F2E4100CE2657BE2D08418002DE4E2A0F2E4100ECAE9BC52D0841008F55B52A0F2E4100900045CD2D084100CEA0C52A0F2E4100D6FA17D52D084100BD137F2A0F2E4100D078D7DC2D08410064B2E3290F2E4100985948E42D08410002D05C240F2E4100FA6F5A4E2E084180B38CFA1A0F2E41003855FEB32E0841806C77040F0F2E4100BCA082412F084180068A62060F2E41000EE7D9D22F084180B5190A5E0E2E4100EA2D4A502F084101000000020000000001000000FFFFFFFF0000000003
141,X136-SYNTURF-0018,X136,X-07,Harris Park,Goulden Avenue and West 205th Street,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,X136-106M,09/16/2010,False,X,0xD708000001040900000080C3815793F62E41001A3ABDE6960F4180C25FF3DCF22E410092DFF7B49F0F4100760AAE8AF22E4100BCE1F3669F0F41006C4D3F91F12E41007A1D7BEA980F41804E146396F12E4100A8F58B8F980F41002A7300A1F52E4100400FCF018F0F4180E9DC8BB3F52E4100BAEE3F138F0F4180DFCAD2A8F62E4100A48CFA8A950F4180C3815793F62E41001A3ABDE6960F4101000000020000000001000000FFFFFFFF0000000003
198,M010-SYNTURF-0004,M010,M-13,Heckscher Playground - Central Park,Hecksher Playground,Play Area,Infill,Unknown,false,Other,Central Park Conservancy,Unknown,NULL,Unknown,NULL,05/12/2016,False,M,0xD7080000010425000000004BA61ECC3A2E4100AA5D655EC70A41804AC76EC63A2E4100F80D685CC70A4100F515EBC03A2E41001AE77E56C70A4180EF67BEBB3A2E4100C445D84CC70A4100D83811B73A2E410014BFBE3FC70A418039D107B33A2E41009C20992FC70A41808E9AC1AF3A2E41003C64E41CC70A410039F257AD3A2E41002A583208C70A418081A8DDAB3A2E4100D49223F2C60A410095545EAB3A2E4100D01664DBC60A418081A8DDAB3A2E4100CCEEA3C4C60A410039F257AD3A2E4100742995AEC60A41808E9AC1AF3A2E4100621DE399C60A418039D107B33A2E410004612E87C60A4100D83811B73A2E41008AC20877C60A4180EF67BEBB3A2E4100DC3BEF69C60A4100F515EBC03A2E4100869A4860C60A41804AC76EC63A2E4100AA1F605AC60A41004BA61ECC3A2E4100F4236258C60A41004C85CED13A2E4100AA1F605AC60A4180A13652D73A2E4100869A4860C60A4180A6E47EDC3A2E4100DC3BEF69C60A4180BE132CE13A2E41008AC20877C60A41805C7B35E53A2E410004612E87C60A418007B27BE83A2E4100621DE399C60A41805D5AE5EA3A2E4100742995AEC60A410015A45FEC3A2E4100CCEEA3C4C60A418001F8DEEC3A2E4100D01664DBC60A410015A45FEC3A2E4100D49223F2C60A41805D5AE5EA3A2E41002A583208C70A418007B27BE83A2E41003C64E41CC70A41805C7B35E53A2E41009C20992FC70A4180BE132CE13A2E410014BFBE3FC70A4180A6E47EDC3A2E4100C445D84CC70A4180A13652D73A2E41001AE77E56C70A41004C85CED13A2E4100F80D685CC70A41004BA61ECC3A2E4100AA5D655EC70A4101000000020000000001000000FFFFFFFF0000000003
79,M144-SYNTURF-0030,M144,M-03,"East River Park - Baseball, Softball, Soccer",FDR Drive and East Houston Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,MG-703M,11/02/2005,False,M,0xD708000001041500000000111D33B6422E4100440488EE9F084100CB1410DB402E41007AD48CF79908410058614BD6402E41007A44B945990841005EA1E078412E41000E04902A960841003EECC029412E4100887D57AF910841008F08DCA8402E4100F6DE17109008410093B4B1A3402E4100F02128078F08410091FC99E5402E4100122EC6E78D0841807F4590AF402E4100D6DE69BD8A0841003E707D1D422E4100AC94858189084100310111C8422E4100BA493E4A94084180BBB70726432E410044CE42D59A084100BE64C92D432E41006E8FAD719B084180AF5D5B30432E41001813CF109C084180630BB22D432E4100AC8AEAAF9C0841800730D925432E41008E7B424C9D0841802191F318432E4100562F26E39D0841008EF53907432E4100F4C7FB719E0841807A79FAF0422E4100E4AF4DF69E084100620B97D6422E4100585AD56D9F084100111D33B6422E4100440488EE9F084101000000020000000001000000FFFFFFFF0000000003
148,X210-SYNTURF-0029,X210,X-01,Governor Smith Playground,Morris Avenue and East 153rd Street,Field Group,Infill,Rubber Crumb,true,DOE,NULL,Unknown,NULL,Unknown,NULL,01/01/1899,False,X,0xD708000001042F000000806E88C6FEB32E41007626B9340C0D4180BAEBA41EB42E4100244771080C0D410076E2ADA7B32E410068CE598F060D41001F1F21A1B32E41004CF6112C060D4100F17CE274B32E410056531962060D4180A91E9929B32E41000685A3F0020D418019259C26B32E410040B3E0A9020D4100ACC17F26B32E41009A351D62020D418062A04429B32E4100481B361B020D4180F79CD82EB32E4100626300D7010D4100DA6C1637B32E4100C4444297010D41001FA4484AB32E4100FE162427010D4100C3C4EF60B32E41002C43DEC1000D41004F8CAA7AB32E4100DA7F2169000D4100191F0B97B32E4100CAC66A1E000D41004BDF97B5B32E4100CC94F8E2FF0C4180EB1CCED5B32E4100BA91C9B7FF0C4100E4EE23F7B32E41005E30979DFF0C41800EE30A19B42E41006EA6D194FF0C410038ACF13AB42E4100763C9D9DFF0C41803053475CB42E4100E6FDD4B7FF0C4180CE0F7D7CB42E41000E6109E3FF0C41006E82F78DB42E41005AC1660A000D41008992809DB42E4100B4E5263D000D418059D5A2AAB42E4100547CCB79000D41805ED9FAB4B42E41004A9A89BE000D418069823ABCB42E4100BA2F5909010D4100D3343577B52E4100ECE318B4090D418019D15879B52E41009E1435EF090D4180C67F8579B52E4100ACD3ED2A0A0D4100D669BA77B52E4100140D39660A0D4180CBCDAB6EB52E4100DAEF05C50A0D418060BFA361B52E4100C4B81A1C0B0D41007088F14BB52E410072DDDE890B0D4100615FDB32B52E4100BEDA63EB0B0D4100DB9ECE16B52E410040B6013F0C0D4180B91146F8B42E41006E3E4A830C0D4100FD6BC6D7B42E4100CCCA13B70C0D4180CD1FDEB5B42E4100EC977CD90C0D418065A92093B42E41008877EDE90C0D4180100E2670B42E41008EDC1FE80C0D41801DD4864DB42E41001A2B1BD40C0D4100D4FED92BB42E410080BC36AE0C0D4180BCCA291FB42E4100F0EA21990C0D4180C7DF4813B42E4100165C837D0C0D4100C4D36C08B42E4100D4B5D85B0C0D41806E88C6FEB32E41007626B9340C0D4101000000020000000001000000FFFFFFFF0000000003
48,B219-SYNTURF-0045,B219,B-16,Callahan-Kelly Playground,Sackman Street and Truxton Street,Field Group,Infill,Rounded Sand,false,DPR,NULL,DPR,NULL,Capital,CNYG-1208M PLANYC,12/13/2010,False,B,0xD7080000010428000000805BBCC040D72E41002AEAEBB7BF0641802D9E4683D82E41004CEEE75ABF06418093C6C587D82E4100A889E05EBF06418024010E8CD82E4100D867A565BF06410077C10390D82E410036880B6FBF064100277F8D93D82E4100D019D57ABF064180DC369496D82E410086DBB688BF0641804A410499D82E4100FC6F5798BF064180362ACE9AD82E4100A40950A9BF0641007104E69BD82E4100DE7A34BBBF0641009BC16FA3D82E41005885AA61C1064100EF62AA98D82E410062D4DFC5C40641004CEC6E96D82E4100208D67D0C40641801D29CD93D82E4100AE1356D9C4064180A812D790D82E410022436EE0C40641803C27A18DD82E4100BCBA7FE5C40641002E3D418AD82E4100FA8967E8C4064180D7ADCE86D82E41008C8811E9C406418093FD6083D82E410062AE79E7C4064180B923C213D82E4100E46BA9A4C4064180484FC0F0D72E41004498677BC4064180F7A453CFD72E410084BDCB40C4064100D83605B0D72E41003E0FC5F5C3064100DB5A5593D72E41001EF6879BC3064180C8D1B979D72E4100B6FF8533C306410034429B63D72E41007C2A69BFC20641807E8C5451D72E4100A0850E41C2064180C8703043D72E4100F4C47ABAC1064100F4386939D72E4100D238D62DC10641009AB42634D72E4100EE61619DC00641800F8F7E33D72E41003CE16C0BC006418040F94833D72E410006FF7AFFBF064100482C8D33D72E4100DE248DF3BF064100204F4934D72E4100F6EFF1E7BF064100B6AD7835D72E41006A9DF2DCBF064180EB8D1337D72E41004C66D6D2BF06410099850F39D72E4100A0CFDFC9BF0641008DFB5F3BD72E41003C4A47C2BF0641008EFCF53DD72E4100E48E3EBCBF0641805BBCC040D72E41002AEAEBB7BF064101000000020000000001000000FFFFFFFF0000000003
105,Q104-SYNTURF-0021,Q104,Q-01,Queensbridge Park- Play Area,Vernon Boulevard 40th Avenue,Field Group,Infill,Unknown,false,DPR,NULL,DPR,NULL,Capital,QG-1205M,08/16/2006,False,Q,0xD7080000010417000000800CDE57137A2E4100D41EC39A490A4100E22C69077A2E4100E4F27917490A4180E904AAFF792E4100E697438F480A41009BA439FC792E4100104E4004480A41802B7C25FD792E4100C8159B78470A41008D046A027A2E410082F782EE460A41006E3EF20B7A2E410092971F68460A41803ADD97197A2E410014D289E7450A41802DEAB42C7A2E4100FC268165450A4100628805447A2E4100486CF1EE440A4100345F1D5F7A2E410056F60486440A4100BC1C7E7D7A2E410086E8A22C440A4100D5259A9E7A2E410026316DE4430A41802A1BD7C17A2E41004819B3AE430A418041DF90E67A2E4100B8EC6F8C430A4180821B1C0C7B2E4100E295437E430A41804A1DCA317B2E4100C2416F84430A4100F12FEB567B2E4100EAB7D69E430A4100D823D27A7B2E41007C56FECC430A418079D5D79C7B2E41003AC60F0E440A41006FB25DBC7B2E41008E52DB60440A410081BFD0D87B2E4100A44DDFC3440A41800CDE57137A2E4100D41EC39A490A4101000000020000000001000000FFFFFFFF0000000003
162,B363-SYNTURF-0060,B363,B-16,Houston Playground,Glenmore Avenue and Sackman Street,Play Area,Non-Infill,Not Applicable,true,DPR,NULL,DPR,NULL,Capital,B363-110M,04/23/2013,False,B,0xD708000001042200000080F0E78ECBD62E4100B8B65F537B0641806F591DD1D62E410040E0F01B7B064100EAEEFDD8D62E4100F6C334E97A0641007283F3E2D62E4100D0CBB5BC7A064180DCA6B0EED62E41000601CE977A064180C94DDAFBD62E4100F24B9C7B7A064180AC000A0AD72E4100E0B7FB687A064100DA62D118D72E410004677D607A064100E12A601AD72E4100E67D33607A064180B8A40828D72E4100E87A87627A06418088EB6C35D72E41006871836D7A064100FFD03542D72E410054D4E0807A064100DA03104ED72E4100C251219C7A064180EE3EAE58D72E4100022F92BE7A0641803022CB61D72E4100B60455E77A064180BBB72B69D72E4100D4665E157B064100D49E9F6ED72E4100D45483477B064180F1650372D72E4100C8957C7C7B064180BE0B4173D72E41007878F1B27B06418085A84E67D72E4100060FBDB77B0641009D1DB35BD72E41007E4202C47B0641002254B850D72E4100B47572D77B0641002704A546D72E4100C0AE90F17B064180A483B93DD72E410022F7B6117C06410077EF2E36D72E4100B8AF15377C0641001857E22FD72E410060BF44027C064100F3649327D72E410004C519D27B064100D7AE771DD72E410058D9CBA77B064100C161D011D72E4100781C6B847B064100D393E804D72E4100D655DB687B0641804D4013F7D62E410020E8CD557B0641808BC4A9E8D62E41003275BE4B7B064180F2D908DAD62E41000A7EED4A7B064180F0E78ECBD62E4100B8B65F537B064101000000020000000001000000FFFFFFFF0000000003
22,B028-SYNTURF-0004,B028,B-10,Dyker Beach-Softball-02,14th Avenue and Benson Avenue,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B028-101M,10/30/2002,False,B,0xD708000001041600000080926CB550E92D410020D5E2ACCB03418089BD0A72E92D41003C36712FCC034100F88E1F88E92D41006C3B27B6CC034100D852189FE92D41009A4D8F4ACD034100697555B1E92D4100180721E9CD03410097E88FBEE92D4100A046768FCE0341809C9B94C6E92D41007056093BCF034100015044C9E92D4100780441E9CF0341809C9B94C6E92D410080067897D003410097E88FBEE92D410052C20B43D1034100697555B1E92D4100DA0161E9D1034100D852189FE92D410058BBF287D2034100F88E1F88E92D410082215A1CD30341802031C46CE92D4100A2B356A4D3034100EC62704DE92D4100BC51D81DD403410032C29D2AE92D4100B4A40887D4034180FC5CD304E92D41005E264FDED4034100307B35E1E82D4100205CC31BD5034180074C36C8E72D4100C0DE59F9CF0341001E3656CBE72D4100FC1DC454CF0341801540C728E92D410000577135CB034180926CB550E92D410020D5E2ACCB034101000000020000000001000000FFFFFFFF0000000003
136,X045-SYNTURF-0009,X045,X-01,St. Mary's Park,Jackson Avenue and East 147th Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,X045-105M,04/21/2006,False,X,0xD708000001040A00000000C951FEA5C92E4100B0FA3011A90C4180528707E0C92E4100705C30A8A80C410077D1C51BCA2E4100945AD44FA80C41801018ED58CA2E4100D02A8D08A80C410021821092CA2E4100CA668B40AB0C41002805256ECA2E41006227468FAB0C4180CA355048CA2E41004EB20FCEAB0C4180BA9F0221CA2E4100B4E42BFCAB0C4100BF82B1F8C92E410082AC1119AC0C4100C951FEA5C92E4100B0FA3011A90C4101000000020000000001000000FFFFFFFF0000000003
193,B100-SYNTURF-0021,B100,B-11,Seth Low - Play Area,Avenue P and W 13th Street,Play Area,Infill,Coated Sand,false,DPR,NULL,DPR,NULL,Capital,BG-213MA,09/14/2017,False,B,0xD7080000010433000000006E9370A7262E4100FC12063C9B034180BE30EAAB262E4100F85C55369B034180BDFD90B0262E4100068FC3339B034180E55F42B5262E4100742564349B0341805F54EC02272E4100B229E9609B034100697C2B0A272E4100C6CD10659B034100F229ED0D272E41001AC637679B0341008572FC12272E4100DA88196D9B034100E948BD17272E41000AB831769B034100A0410F1C272E4100B88242829B03418038F7D41F272E4100A643F9909B0341804EB6F422272E41005289F2A19B0341808FFE5825272E4100FA15BAB49B034100BDDAF126272E4100B03FD0C89B034180AC09B427272E41006048ABDD9B0341804AAC9A27272E4100E815BEF29B034100CF923827272E410048776FFD9B034180DBDC4502272E41003025B404A003410044B91E02272E4100BE5DFB08A0034180376E8E00272E410048A07322A00341801CB5F1FD262E41005AB9813AA00341803B5E5BFA262E41004C4A7650A0034100FBF3E5F5262E4100AE10B063A0034100D88BB1F0262E410066F6A373A00341806672E4EA262E4100B011DD7FA003418049FCA8E4262E410036B10288A003418031842CDE262E41000C5CD88BA0034100D5689ED7262E4100C885428BA00341804CCCCB94262E410092EDF364A00341805CB60093262E41009889EC63A00341801E5A528F262E41003652FB60A003418048AF7C8B262E41005EC45E5CA00341804B63D686262E4100B6417254A003418063D17782262E41006C9E4A4AA00341809D6E5B7D262E41000A0C2B3AA00341009149F378262E4100ECBD0227A0034180ABC55B75262E4100EAFD4B11A00341804611AC72262E4100289294F99F034100A7CFF570262E4100FA5876E09F034180F7164470262E4100D24093C69F034100820DAA70262E4100B239E3AA9F0341808CD73972262E410028DDDD8F9F0341808985A677262E4100627776F89E034180D6827C96262E4100863DCC9B9B034100225D1497262E4100D4954C8A9B0341801A445D98262E410074CC66799B0341009FA64E9A262E410018178B699B0341007EC0DB9C262E4100569B215B9B03410077F0F39F262E4100986A884E9B0341003A8D82A3262E4100248213449B0341006E9370A7262E4100FC12063C9B034101000000020000000001000000FFFFFFFF0000000003
143,X151-SYNTURF-0020,X151,X-09,P.O. Serrano Playground,Lafayette Avenue and  Olmstead Avenue,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,CNYG-1108M PLANYC,05/26/2010,False,X,0xD70800000104210000000052D72792492F41001E7851A9310D41809785CA8B4B2F410098D86E17330D410031EE53884B2F4100B6254784330D418035DCE4CE4B2F4100849602B3330D41803D9054D44B2F4100E2B993AA330D4180A63150D84B2F4100FC0966A4330D41801E34FCD94B2F41002A31CC79330D4180CEBAAC004C2F4100A2887992330D418077D912174C2F41007CA53B1D340D410065E497104C2F41001C04CAB2340D410014BDD8034C2F4100784E6FB4340D41800C0527FE4B2F41005ADAE0C2340D4100E6C430F14B2F41009EEF29F3350D41803D5A3CFF4B2F4100C28D5343360D4100BAE6ACF94B2F4100D87B26A8360D4180186E86014C2F41000AEC5EAD360D4180659E5CE34B2F41007A00C273390D41005CC1D23E4A2F4100F452D850380D418018C514414A2F410090819616380D4100DC37F3EA492F4100FE3618DE370D410072816DED492F4100842F3BA1370D4180B551E6A5492F4100D4C40272370D410028E1429E492F4100F0FB4981370D410081C68A9C492F4100040CAAAA370D4100BFFE0E75492F4100D243C490370D41806AC7315D492F41007040E515370D41809E674265492F41001402BB6B360D4180EA2DE66E492F41006E86FD70360D41005D5DFE75492F410080FCE15D360D4180E4FE4F83492F41007E459E3B350D410018F78962492F4100B4BB5722350D410054313F8D492F4100642E58B7310D410052D72792492F41001E7851A9310D4101000000020000000001000000FFFFFFFF0000000003
