YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,%PovertyLevel,Age(years),BirthOrder,Education,Gender,MaritalStatus,Metropolitan,Race/Ethnicity,WICParticipation,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2016,2016,IA,Iowa,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,30.5,30.5,,,24.0,37.9,194,Total,,,,,,,,,,"(42.46940091300047, -93.81649055599968)",BF,BF1,Q008,VALUE,19,Total,Total,OVR,OVERALL
2005,2005,RI,Rhode Island,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,37.8,37.8,,,28.9,47.7,194,Total,,,,,,,,,,"(41.70828019300046, -71.52247031399963)",BF,BF1,Q001,VALUE,44,Total,Total,OVR,OVERALL
2013,2013,WV,West Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,18.3,18.3,,,13.7,23.9,290,Total,,,,,,,,,,"(38.66551020200046, -80.71264013499967)",BF,BF1,Q004,VALUE,54,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,43.2,43.2,,,39.4,47.1,1530,,,,,High school graduate,,,,,,,BF,BF1,Q002,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2001,2001,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,37.3,37.3,,,36.2,38.5,28762,Total,,,,,,,,,,,BF,BF1,Q005,VALUE,59,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,18.9,19.0,,,16.4,21.6,2726,,,,,,,,,Hispanic,,,BF,BF1,Q003,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2006,2006,WV,West Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,13.7,13.7,,,10.6,17.6,373,Total,,,,,,,,,,"(38.66551020200046, -80.71264013499967)",BF,BF1,Q004,VALUE,54,Total,Total,OVR,OVERALL
2015,2015,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,70.9,70.9,,,64.0,77.0,249,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q005,VALUE,50,Total,Total,OVR,OVERALL
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,19.2,19.2,,,16.7,22.0,3164,,600 or greater,,,,,,,,,,BF,BF1,Q008,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2012,2012,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,78.7,78.7,,,71.5,84.5,288,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q006,VALUE,37,Total,Total,OVR,OVERALL
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,28.3,28.3,,,26.0,30.6,7801,,,,Not first born,,,,,,,,BF,BF1,Q001,VALUE,59,Birth Order,Not first born,BO,BONOT1
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,80.1,80.1,,,77.9,82.1,4354,,,,,,,,,Hispanic,,,BF,BF1,Q006,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,74.4,74.4,,,70.0,78.4,1284,,,,,,,,,2 or more races,,,BF,BF1,Q006,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2015,2015,MA,Massachusetts,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,33.1,33.1,,,25.3,42.0,224,Total,,,,,,,,,,"(42.27687047000046, -72.08269067499964)",BF,BF1,Q002,VALUE,25,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,27.9,27.9,,,17.2,41.9,224,,,,,,,,,American Indian/Alaska Native,,,BF,BF1,Q003,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,29.3,29.3,,,24.5,34.5,923,,,,,,,,,2 or more races,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2005,2005,AL,Alabama,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,11.5,11.5,,,8.6,15.2,379,Total,,,,,,,,,,"(32.84057112200048, -86.63186076199969)",BF,BF1,Q004,VALUE,01,Total,Total,OVR,OVERALL
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,49.4,49.4,,,46.5,52.4,4280,,,,,Some college or technical school,,,,,,,BF,BF1,Q007,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,VA,Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,18.3,18.3,,,11.6,27.5,260,Total,,,,,,,,,,"(37.54268067400045, -78.45789046299967)",BF,BF1,Q003,VALUE,51,Total,Total,OVR,OVERALL
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,51.6,51.6,,,47.7,55.5,4030,,,,,,,,,Hispanic,,,BF,BF1,Q005,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2000,2000,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,24.6,24.6,,,14.9,37.8,148,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q004,VALUE,50,Total,Total,OVR,OVERALL
2000,2000,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,70.3,70.3,,,68.3,72.3,12017,Total,,,,,,,,,,,BF,BF1,Q006,VALUE,59,Total,Total,OVR,OVERALL
2014,2014,CO,Colorado,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,35.3,35.0,,,28.3,43.0,249,Total,,,,,,,,,,"(38.843840757000464, -106.13361092099967)",BF,BF1,Q008,VALUE,08,Total,Total,OVR,OVERALL
2011,2011,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,45.3,45.3,,,38.8,52.0,272,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q004,VALUE,50,Total,Total,OVR,OVERALL
2011,2011,AR,Arkansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,32.3,32.3,,,25.5,39.9,220,Total,,,,,,,,,,"(34.74865012400045, -92.27449074299966)",BF,BF1,Q005,VALUE,05,Total,Total,OVR,OVERALL
2005,2005,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,87.1,87.1,,,81.4,91.2,328,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q006,VALUE,15,Total,Total,OVR,OVERALL
2010,2010,RI,Rhode Island,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,21.4,21.4,,,16.3,27.5,247,Total,,,,,,,,,,"(41.70828019300046, -71.52247031399963)",BF,BF1,Q004,VALUE,44,Total,Total,OVR,OVERALL
2008,2008,DC,District of Columbia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,40.4,40.4,,,34.1,47.1,366,Total,,,,,,,,,,"(38.89037138500049, -77.03196112699965)",BF,BF1,Q001,VALUE,11,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,44.8,44.8,,,41.3,48.2,2626,,400 - 599,,,,,,,,,,BF,BF1,Q002,VALUE,59,% Poverty Level,400 - 599,POV,POV400599
2003,2003,IA,Iowa,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,37.4,37.4,,,31.6,43.7,318,Total,,,,,,,,,,"(42.46940091300047, -93.81649055599968)",BF,BF1,Q005,VALUE,19,Total,Total,OVR,OVERALL
2006,2006,NE,Nebraska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,24.4,24.4,,,19.9,29.6,368,Total,,,,,,,,,,"(41.6410409880005, -99.36572062299967)",BF,BF1,Q004,VALUE,31,Total,Total,OVR,OVERALL
2010,2010,NY,New York,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,54.6,54.6,,,48.4,60.6,329,Total,,,,,,,,,,"(42.82700103200045, -75.54397042699964)",BF,BF1,Q002,VALUE,36,Total,Total,OVR,OVERALL
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,58.9,58.9,,,56.1,61.8,2599,,,,,,,,,Non-Hispanic Black,,,BF,BF1,Q006,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2016,2016,WV,West Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,68.2,68.2,,,62.4,73.5,348,Total,,,,,,,,,,"(38.66551020200046, -80.71264013499967)",BF,BF1,Q006,VALUE,54,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,49.8,49.8,,,46.0,53.6,2180,,,,,,,,,Hispanic,,,BF,BF1,Q002,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,29.4,29.4,,,27.4,31.5,5145,,,,,,,,Non-metropolitan,,,,BF,BF1,Q007,VALUE,59,Metropolitan,Non-metropolitan,METRO,METRONO
2010,2010,CO,Colorado,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,19.1,19.1,,,12.2,28.6,212,Total,,,,,,,,,,"(38.843840757000464, -106.13361092099967)",BF,BF1,Q003,VALUE,08,Total,Total,OVR,OVERALL
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,33.5,33.5,,,31.5,35.5,8657,,,,,,,Married,,,,,BF,BF1,Q002,VALUE,59,Marital Status,Married,MARSTAT,MARRIED
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,22.6,22.6,,,21.1,24.2,10102,,,,,,,Married,,,,,BF,BF1,Q008,VALUE,59,Marital Status,Married,MARSTAT,MARRIED
2011,2011,OH,Ohio,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,42.1,42.1,,,35.4,49.2,264,Total,,,,,,,,,,"(40.06021014100048, -82.40426005599966)",BF,BF1,Q005,VALUE,39,Total,Total,OVR,OVERALL
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,51.8,51.8,,,47.3,56.3,1981,,600 or greater,,,,,,,,,,BF,BF1,Q007,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2009,2009,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,37.5,37.5,,,30.2,45.4,275,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q001,VALUE,15,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,54.0,54.0,,,52.3,55.6,11749,,,,,,,Married,,,,,BF,BF1,Q007,VALUE,59,Marital Status,Married,MARSTAT,MARRIED
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,44.1,44.1,,,41.8,46.4,6144,,,,,Some college or technical school,,,,,,,BF,BF1,Q005,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2008,2008,AR,Arkansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,15.2,15.2,,,11.9,19.3,448,Total,,,,,,,,,,"(34.74865012400045, -92.27449074299966)",BF,BF1,Q004,VALUE,05,Total,Total,OVR,OVERALL
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,40.9,40.9,,,39.6,42.2,18133,,,,,,,Married,,,,,BF,BF1,Q007,VALUE,59,Marital Status,Married,MARSTAT,MARRIED
2009,2009,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,25.4,25.4,,,19.4,32.6,323,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q008,VALUE,16,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,38.9,38.9,,,37.0,40.9,6504,,,,,Some college or technical school,,,,,,,BF,BF1,Q005,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2003,2003,AR,Arkansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,12.6,12.6,,,8.5,18.2,268,Total,,,,,,,,,,"(34.74865012400045, -92.27449074299966)",BF,BF1,Q004,VALUE,05,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,33.4,33.0,,,31.5,35.3,8256,,,,,,,Married,,,,,BF,BF1,Q002,VALUE,59,Marital Status,Married,MARSTAT,MARRIED
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,35.9,35.9,,,34.8,37.1,23216,Total,,,,,,,,,,,BF,BF1,Q007,VALUE,59,Total,Total,OVR,OVERALL
2005,2005,VA,Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,22.9,22.9,,,17.5,29.3,332,Total,,,,,,,,,,"(37.54268067400045, -78.45789046299967)",BF,BF1,Q003,VALUE,51,Total,Total,OVR,OVERALL
2008,2008,LA,Louisiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,19.2,19.2,,,15.1,24.0,373,Total,,,,,,,,,,"(31.31266064400046, -92.44568007099969)",BF,BF1,Q007,VALUE,22,Total,Total,OVR,OVERALL
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,28.1,28.1,,,25.9,30.3,5859,,,20 - 29,,,,,,,,,BF,BF1,Q004,VALUE,59,Age (years),20 - 29,AGEYR,AGEYR2029
2007,2007,WA,Washington,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,35.2,35.2,,,30.6,40.0,622,Total,,,,,,,,,,"(47.52227862900048, -120.47001078999972)",BF,BF1,Q004,VALUE,53,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,36.3,36.0,,,32.5,40.2,2311,,,,,Some college or technical school,,,,,,,BF,BF1,Q002,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2010,2010,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,37.2,37.2,,,26.8,49.0,138,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q002,VALUE,32,Total,Total,OVR,OVERALL
2012,2012,DE,Delaware,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,30.8,30.8,,,22.0,41.2,124,Total,,,,,,,,,,"(39.008830667000495, -75.57774116799965)",BF,BF1,Q002,VALUE,10,Total,Total,OVR,OVERALL
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,35.4,35.4,,,33.3,37.4,9089,,,,,,Male,,,,,,BF,BF1,Q004,VALUE,59,Gender,Male,GEN,MALE
2000,2000,CO,Colorado,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,72.4,72.4,,,57.8,83.4,140,Total,,,,,,,,,,"(38.843840757000464, -106.13361092099967)",BF,BF1,Q006,VALUE,08,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,55.8,56.0,,,53.8,57.7,8306,,,,,,Female,,,,,,BF,BF1,Q005,VALUE,59,Gender,Female,GEN,FEMALE
2007,2007,KY,Kentucky,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,29.9,29.9,,,25.4,34.7,447,Total,,,,,,,,,,"(37.645970271000465, -84.77497104799966)",BF,BF1,Q005,VALUE,21,Total,Total,OVR,OVERALL
2009,2009,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,39.2,39.2,,,31.9,47.1,216,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q002,VALUE,15,Total,Total,OVR,OVERALL
2005,2005,DC,District of Columbia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,9.7,9.7,,,7.0,13.3,390,Total,,,,,,,,,,"(38.89037138500049, -77.03196112699965)",BF,BF1,Q008,VALUE,11,Total,Total,OVR,OVERALL
2016,2016,MS,Mississippi,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,24.1,24.1,,,18.3,31.0,220,Total,,,,,,,,,,"(32.745510099000455, -89.53803082499968)",BF,BF1,Q001,VALUE,28,Total,Total,OVR,OVERALL
2002,2002,MS,Mississippi,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,8.4,8.4,,,5.8,12.1,397,Total,,,,,,,,,,"(32.745510099000455, -89.53803082499968)",BF,BF1,Q004,VALUE,28,Total,Total,OVR,OVERALL
2009,2009,MI,Michigan,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,37.4,37.4,,,30.1,45.3,300,Total,,,,,,,,,,"(44.6613195430005, -84.71439026999968)",BF,BF1,Q001,VALUE,26,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,58.9,59.0,,,57.1,60.7,8184,,,,,,,,,,Ineligible,,BF,BF1,Q007,VALUE,59,WIC Participation,Ineligible,WIC,WICINELG
